"";"id1";"id2";"tradeno";"bid1";"bid2";"payoff1";"payoff2"
"163";5;4;163;"cooperate";"cooperate";4;4
"164";3;1;164;"cooperate";"defect";0;5
"165";6;2;165;"defect";"defect";2;2
"166";5;4;166;"cooperate";"cooperate";4;4
"167";3;2;167;"cooperate";"cooperate";4;4
"168";6;1;168;"defect";"defect";2;2
"169";1;2;169;"cooperate";"cooperate";4;4
"170";4;6;170;"defect";"defect";2;2
"171";5;3;171;"cooperate";"cooperate";4;4
"172";4;5;172;"defect";"cooperate";5;0
"173";1;3;173;"cooperate";"cooperate";4;4
"174";2;6;174;"defect";"defect";2;2
"175";3;2;175;"defect";"cooperate";5;0
"176";5;1;176;"cooperate";"cooperate";4;4
"177";6;4;177;"defect";"cooperate";5;0
"178";1;2;178;"defect";"cooperate";5;0
"179";4;5;179;"defect";"cooperate";5;0
"180";6;3;180;"defect";"defect";2;2
"181";1;3;181;"cooperate";"defect";0;5
"182";4;6;182;"cooperate";"defect";0;5
"183";2;5;183;"cooperate";"cooperate";4;4
"184";3;6;184;"defect";"defect";2;2
"185";4;1;185;"cooperate";"cooperate";4;4
"186";5;2;186;"cooperate";"cooperate";4;4
"187";5;2;187;"cooperate";"cooperate";4;4
"188";3;1;188;"defect";"defect";2;2
"189";4;6;189;"defect";"defect";2;2
"190";2;5;190;"cooperate";"cooperate";4;4
"191";6;1;191;"defect";"defect";2;2
"192";3;4;192;"defect";"defect";2;2
"193";6;2;193;"defect";"defect";2;2
"194";1;3;194;"defect";"defect";2;2
"195";4;5;195;"cooperate";"cooperate";4;4
"196";3;1;196;"defect";"defect";2;2
"197";5;2;197;"cooperate";"cooperate";4;4
"198";6;4;198;"defect";"defect";2;2
"199";1;3;199;"defect";"defect";2;2
"200";6;2;200;"defect";"defect";2;2
"201";4;5;201;"cooperate";"cooperate";4;4
"202";3;5;202;"cooperate";"cooperate";4;4
"203";6;4;203;"defect";"cooperate";5;0
"204";2;1;204;"defect";"cooperate";5;0
"205";2;3;205;"cooperate";"defect";0;5
"206";5;4;206;"cooperate";"cooperate";4;4
"207";6;1;207;"defect";"defect";2;2
"208";2;4;208;"cooperate";"defect";0;5
"209";6;5;209;"defect";"cooperate";5;0
"210";3;1;210;"defect";"cooperate";5;0
"211";4;3;211;"defect";"cooperate";5;0
"212";1;5;212;"cooperate";"cooperate";4;4
"213";6;2;213;"defect";"defect";2;2
"214";5;3;214;"cooperate";"cooperate";4;4
"215";4;2;215;"defect";"defect";2;2
"216";1;6;216;"defect";"defect";2;2
"217";2;4;217;"defect";"cooperate";5;0
"218";6;1;218;"defect";"defect";2;2
"219";5;3;219;"cooperate";"cooperate";4;4
"220";2;1;220;"defect";"defect";2;2
"221";4;6;221;"defect";"defect";2;2
"222";5;3;222;"cooperate";"cooperate";4;4
"223";5;3;223;"cooperate";"cooperate";4;4
"224";6;4;224;"defect";"defect";2;2
"225";2;1;225;"defect";"defect";2;2
"226";6;3;226;"defect";"defect";2;2
"227";4;2;227;"cooperate";"defect";0;5
"228";5;1;228;"cooperate";"cooperate";4;4
"229";6;3;229;"defect";"defect";2;2
"230";1;5;230;"cooperate";"cooperate";4;4
"231";2;4;231;"cooperate";"cooperate";4;4
"232";2;6;232;"defect";"defect";2;2
"233";3;5;233;"cooperate";"cooperate";4;4
"234";1;4;234;"defect";"cooperate";5;0
"235";4;5;235;"defect";"cooperate";5;0
"236";2;1;236;"defect";"defect";2;2
"237";3;6;237;"defect";"defect";2;2
"238";1;2;238;"defect";"cooperate";5;0
"239";3;5;239;"cooperate";"cooperate";4;4
"240";4;6;240;"defect";"defect";2;2
"241";5;2;241;"cooperate";"cooperate";4;4
"242";1;3;242;"cooperate";"defect";0;5
"243";6;4;243;"defect";"cooperate";5;0
"244";5;2;244;"cooperate";"cooperate";4;4
"245";1;3;245;"cooperate";"cooperate";4;4
"246";6;4;246;"defect";"cooperate";5;0
"247";6;1;247;"defect";"defect";2;2
"248";4;2;248;"cooperate";"defect";0;5
"249";3;5;249;"cooperate";"cooperate";4;4
"250";3;6;250;"defect";"defect";2;2
"251";1;4;251;"cooperate";"defect";0;5
"252";5;2;252;"cooperate";"cooperate";4;4
"253";2;1;253;"cooperate";"defect";0;5
"254";6;4;254;"defect";"cooperate";5;0
"255";3;5;255;"cooperate";"cooperate";4;4
"256";1;3;256;"cooperate";"defect";0;5
"257";6;4;257;"defect";"defect";2;2
"258";5;2;258;"cooperate";"cooperate";4;4
"259";3;1;259;"cooperate";"cooperate";4;4
"260";5;2;260;"cooperate";"cooperate";4;4
"261";4;6;261;"cooperate";"defect";0;5
"262";5;6;262;"cooperate";"defect";0;5
"263";3;2;263;"defect";"cooperate";5;0
"264";4;1;264;"defect";"cooperate";5;0
"265";6;4;265;"defect";"cooperate";5;0
"266";3;5;266;"cooperate";"cooperate";4;4
"267";2;1;267;"defect";"defect";2;2
"268";4;6;268;"cooperate";"defect";0;5
"269";5;1;269;"cooperate";"defect";0;5
"270";2;3;270;"cooperate";"defect";0;5
"271";2;5;271;"cooperate";"cooperate";4;4
"272";1;3;272;"cooperate";"defect";0;5
"273";6;4;273;"defect";"defect";2;2
"274";6;5;274;"defect";"cooperate";5;0
"275";1;3;275;"cooperate";"cooperate";4;4
"276";2;4;276;"defect";"defect";2;2
"277";4;5;277;"cooperate";"cooperate";4;4
"278";2;6;278;"defect";"defect";2;2
"279";1;3;279;"cooperate";"cooperate";4;4
"280";4;6;280;"cooperate";"defect";0;5
"281";2;3;281;"cooperate";"defect";0;5
"282";5;1;282;"cooperate";"defect";0;5
"283";1;6;283;"defect";"defect";2;2
"284";3;2;284;"cooperate";"cooperate";4;4
"285";5;4;285;"cooperate";"defect";0;5
"286";3;2;286;"defect";"cooperate";5;0
"287";6;1;287;"defect";"defect";2;2
"288";4;5;288;"defect";"cooperate";5;0
"289";4;5;289;"cooperate";"cooperate";4;4
"290";3;2;290;"defect";"defect";2;2
"291";1;6;291;"defect";"defect";2;2
"292";1;5;292;"defect";"cooperate";5;0
"293";2;3;293;"defect";"defect";2;2
"294";6;4;294;"defect";"defect";2;2
"295";3;4;295;"cooperate";"defect";0;5
"296";2;5;296;"defect";"cooperate";5;0
"297";6;1;297;"defect";"defect";2;2
"298";3;4;298;"cooperate";"defect";0;5
"299";5;6;299;"cooperate";"defect";0;5
"300";1;2;300;"defect";"cooperate";5;0
"301";1;4;301;"cooperate";"defect";0;5
"302";5;2;302;"cooperate";"cooperate";4;4
"303";3;6;303;"defect";"defect";2;2
"304";2;1;304;"cooperate";"cooperate";4;4
"305";6;4;305;"defect";"cooperate";5;0
"306";5;3;306;"cooperate";"cooperate";4;4
"307";4;2;307;"defect";"cooperate";5;0
"308";1;6;308;"defect";"defect";2;2
"309";5;3;309;"cooperate";"cooperate";4;4
"310";4;1;310;"defect";"defect";2;2
"311";5;2;311;"cooperate";"cooperate";4;4
"312";3;6;312;"defect";"defect";2;2
"313";3;1;313;"defect";"defect";2;2
"314";6;5;314;"defect";"cooperate";5;0
"315";4;2;315;"cooperate";"defect";0;5
"316";6;2;316;"defect";"defect";2;2
"317";3;4;317;"cooperate";"cooperate";4;4
"318";1;5;318;"cooperate";"cooperate";4;4
"319";1;6;319;"defect";"defect";2;2
"320";4;3;320;"cooperate";"defect";0;5
"321";5;2;321;"cooperate";"cooperate";4;4
"322";6;4;322;"defect";"defect";2;2
"323";1;5;323;"cooperate";"cooperate";4;4
"324";3;2;324;"cooperate";"cooperate";4;4
"325";5;4;325;"cooperate";"defect";0;5
"326";2;6;326;"defect";"defect";2;2
"327";3;1;327;"cooperate";"cooperate";4;4
"328";6;2;328;"defect";"defect";2;2
"329";1;4;329;"defect";"cooperate";5;0
"330";5;3;330;"cooperate";"cooperate";4;4
"331";2;4;331;"defect";"defect";2;2
"332";1;6;332;"defect";"defect";2;2
"333";3;5;333;"cooperate";"cooperate";4;4
"334";3;4;334;"defect";"defect";2;2
"335";1;6;335;"defect";"defect";2;2
"336";2;5;336;"cooperate";"cooperate";4;4
"337";6;5;337;"defect";"cooperate";5;0
"338";1;3;338;"defect";"defect";2;2
"339";4;2;339;"cooperate";"defect";0;5
"340";1;3;340;"defect";"defect";2;2
"341";2;6;341;"defect";"defect";2;2
"342";4;5;342;"defect";"cooperate";5;0
"343";4;3;343;"cooperate";"defect";0;5
"344";5;2;344;"cooperate";"cooperate";4;4
"345";6;1;345;"defect";"defect";2;2
"346";1;6;346;"defect";"defect";2;2
"347";4;5;347;"defect";"cooperate";5;0
"348";2;3;348;"defect";"defect";2;2
"349";2;5;349;"cooperate";"cooperate";4;4
"350";1;4;350;"defect";"defect";2;2
"351";3;6;351;"defect";"defect";2;2
"352";4;5;352;"cooperate";"cooperate";4;4
"353";6;2;353;"defect";"defect";2;2
"354";1;3;354;"defect";"defect";2;2
"355";4;5;355;"cooperate";"cooperate";4;4
"356";1;6;356;"defect";"defect";2;2
"357";3;2;357;"cooperate";"defect";0;5
"358";2;1;358;"defect";"cooperate";5;0
"359";4;6;359;"cooperate";"defect";0;5
"360";3;5;360;"cooperate";"cooperate";4;4
"361";1;3;361;"cooperate";"defect";0;5
"362";6;5;362;"defect";"cooperate";5;0
"363";2;4;363;"cooperate";"defect";0;5
"364";4;5;364;"cooperate";"cooperate";4;4
"365";1;3;365;"cooperate";"cooperate";4;4
"366";6;2;366;"defect";"defect";2;2
"367";3;2;367;"defect";"cooperate";5;0
"368";5;1;368;"cooperate";"cooperate";4;4
"369";6;4;369;"defect";"defect";2;2
"370";2;4;370;"cooperate";"defect";0;5
"371";5;6;371;"cooperate";"defect";0;5
"372";1;3;372;"defect";"cooperate";5;0
"373";5;4;373;"cooperate";"cooperate";4;4
"374";2;1;374;"defect";"cooperate";5;0
"375";3;6;375;"defect";"defect";2;2
"376";3;1;376;"cooperate";"defect";0;5
"377";5;6;377;"cooperate";"defect";0;5
"378";2;4;378;"cooperate";"cooperate";4;4
"379";1;4;379;"cooperate";"defect";0;5
"380";6;3;380;"defect";"defect";2;2
"381";5;2;381;"cooperate";"cooperate";4;4
"382";1;4;382;"cooperate";"cooperate";4;4
"383";2;6;383;"defect";"defect";2;2
"384";5;3;384;"cooperate";"cooperate";4;4
"385";4;5;385;"cooperate";"cooperate";4;4
"386";3;2;386;"defect";"defect";2;2
"387";1;6;387;"defect";"defect";2;2
"388";2;5;388;"cooperate";"cooperate";4;4
"389";1;3;389;"defect";"defect";2;2
"390";6;4;390;"defect";"defect";2;2
"391";4;3;391;"cooperate";"cooperate";4;4
"392";5;2;392;"cooperate";"cooperate";4;4
"393";6;1;393;"defect";"defect";2;2
"394";2;1;394;"defect";"cooperate";5;0
"395";4;3;395;"cooperate";"cooperate";4;4
"396";6;5;396;"defect";"cooperate";5;0
"397";1;2;397;"defect";"defect";2;2
"398";5;6;398;"cooperate";"defect";0;5
"399";4;3;399;"cooperate";"cooperate";4;4
"400";5;6;400;"cooperate";"defect";0;5
"401";2;1;401;"defect";"cooperate";5;0
"402";3;4;402;"cooperate";"defect";0;5
"403";5;1;403;"cooperate";"cooperate";4;4
"404";6;3;404;"defect";"defect";2;2
"405";4;2;405;"defect";"cooperate";5;0
"406";3;6;406;"defect";"defect";2;2
"407";2;1;407;"defect";"cooperate";5;0
"408";4;5;408;"cooperate";"cooperate";4;4
"409";6;3;409;"defect";"defect";2;2
"410";1;5;410;"cooperate";"cooperate";4;4
"411";2;4;411;"cooperate";"cooperate";4;4
"412";1;2;412;"cooperate";"cooperate";4;4
"413";6;4;413;"defect";"defect";2;2
"414";3;5;414;"cooperate";"cooperate";4;4
"415";5;1;415;"cooperate";"cooperate";4;4
"416";2;4;416;"cooperate";"defect";0;5
"417";6;3;417;"defect";"defect";2;2
"418";2;6;418;"defect";"defect";2;2
"419";5;1;419;"cooperate";"cooperate";4;4
"420";3;4;420;"cooperate";"defect";0;5
"421";4;6;421;"cooperate";"defect";0;5
"422";5;2;422;"cooperate";"cooperate";4;4
"423";1;3;423;"cooperate";"cooperate";4;4
"424";1;6;424;"defect";"defect";2;2
"425";2;5;425;"cooperate";"cooperate";4;4
"426";3;4;426;"cooperate";"cooperate";4;4
"427";5;1;427;"cooperate";"cooperate";4;4
"428";2;6;428;"defect";"defect";2;2
"429";4;3;429;"cooperate";"defect";0;5
"430";6;5;430;"defect";"cooperate";5;0
"431";1;4;431;"cooperate";"cooperate";4;4
"432";2;3;432;"cooperate";"defect";0;5
"433";1;4;433;"defect";"defect";2;2
"434";6;3;434;"defect";"defect";2;2
"435";5;2;435;"cooperate";"cooperate";4;4
"436";4;5;436;"defect";"cooperate";5;0
"437";3;1;437;"defect";"cooperate";5;0
"438";2;6;438;"defect";"defect";2;2
"439";4;5;439;"defect";"cooperate";5;0
"440";3;2;440;"defect";"defect";2;2
"441";1;6;441;"defect";"defect";2;2
"442";4;2;442;"cooperate";"defect";0;5
"443";5;1;443;"cooperate";"cooperate";4;4
"444";6;3;444;"defect";"defect";2;2
"445";2;4;445;"cooperate";"cooperate";4;4
"446";3;6;446;"defect";"defect";2;2
"447";1;5;447;"cooperate";"cooperate";4;4
"448";4;1;448;"cooperate";"defect";0;5
"449";5;2;449;"cooperate";"cooperate";4;4
"450";6;3;450;"defect";"defect";2;2
"451";3;5;451;"cooperate";"cooperate";4;4
"452";4;2;452;"defect";"cooperate";5;0
"453";6;1;453;"defect";"defect";2;2
"454";1;3;454;"cooperate";"cooperate";4;4
"455";5;4;455;"cooperate";"cooperate";4;4
"456";6;2;456;"defect";"defect";2;2
"457";1;2;457;"cooperate";"cooperate";4;4
"458";4;6;458;"cooperate";"defect";0;5
"459";5;3;459;"cooperate";"cooperate";4;4
"460";1;2;460;"cooperate";"cooperate";4;4
"461";5;3;461;"cooperate";"cooperate";4;4
"462";4;6;462;"defect";"defect";2;2
"463";5;6;463;"cooperate";"defect";0;5
"464";2;1;464;"cooperate";"cooperate";4;4
"465";3;4;465;"defect";"defect";2;2
"466";6;1;466;"defect";"defect";2;2
"467";5;3;467;"cooperate";"cooperate";4;4
"468";2;4;468;"defect";"cooperate";5;0
"469";1;5;469;"cooperate";"cooperate";4;4
"470";3;6;470;"defect";"defect";2;2
"471";4;2;471;"cooperate";"defect";0;5
"472";3;2;472;"cooperate";"defect";0;5
"473";1;6;473;"defect";"defect";2;2
"474";5;4;474;"cooperate";"cooperate";4;4
"475";4;5;475;"defect";"cooperate";5;0
"476";6;3;476;"defect";"defect";2;2
"477";1;2;477;"cooperate";"defect";0;5
"478";4;1;478;"cooperate";"defect";0;5
"479";6;5;479;"defect";"cooperate";5;0
"480";2;3;480;"defect";"cooperate";5;0
"481";2;4;481;"cooperate";"defect";0;5
"482";3;6;482;"defect";"defect";2;2
"483";1;5;483;"cooperate";"cooperate";4;4
"484";2;4;484;"defect";"cooperate";5;0
"485";3;5;485;"cooperate";"cooperate";4;4
"486";6;1;486;"defect";"defect";2;2
"487";4;3;487;"defect";"defect";2;2
"488";5;2;488;"cooperate";"cooperate";4;4
"489";6;1;489;"defect";"defect";2;2
"490";6;2;490;"defect";"defect";2;2
"491";3;4;491;"defect";"defect";2;2
"492";5;1;492;"cooperate";"cooperate";4;4
"493";4;2;493;"defect";"defect";2;2
"494";1;5;494;"cooperate";"cooperate";4;4
"495";6;3;495;"defect";"defect";2;2
"496";6;2;496;"defect";"defect";2;2
"497";3;4;497;"defect";"defect";2;2
"498";1;5;498;"cooperate";"cooperate";4;4
"499";3;5;499;"cooperate";"cooperate";4;4
"500";4;1;500;"defect";"defect";2;2
"501";2;6;501;"defect";"defect";2;2
"502";6;5;502;"defect";"cooperate";5;0
"503";4;3;503;"defect";"defect";2;2
"504";2;1;504;"cooperate";"defect";0;5
"505";3;4;505;"defect";"cooperate";5;0
"506";5;1;506;"cooperate";"cooperate";4;4
"507";6;2;507;"defect";"defect";2;2
"508";2;6;508;"defect";"defect";2;2
"509";4;1;509;"cooperate";"defect";0;5
"510";5;3;510;"cooperate";"cooperate";4;4
"511";6;1;511;"defect";"defect";2;2
"512";3;4;512;"cooperate";"defect";0;5
"513";2;5;513;"cooperate";"cooperate";4;4
"514";3;4;514;"defect";"cooperate";5;0
"515";2;5;515;"cooperate";"cooperate";4;4
"516";6;1;516;"defect";"defect";2;2
"517";5;3;517;"cooperate";"cooperate";4;4
"518";1;6;518;"defect";"defect";2;2
"519";2;4;519;"defect";"defect";2;2
"520";5;3;520;"cooperate";"cooperate";4;4
"521";6;2;521;"defect";"defect";2;2
"522";4;1;522;"cooperate";"defect";0;5
"523";5;4;523;"cooperate";"defect";0;5
"524";6;3;524;"defect";"defect";2;2
"525";2;1;525;"defect";"defect";2;2
"526";3;4;526;"defect";"defect";2;2
"527";2;5;527;"cooperate";"cooperate";4;4
"528";6;1;528;"defect";"defect";2;2
"529";1;5;529;"defect";"cooperate";5;0
"530";4;6;530;"defect";"defect";2;2
"531";3;2;531;"cooperate";"defect";0;5
"532";3;6;532;"defect";"defect";2;2
"533";4;5;533;"cooperate";"cooperate";4;4
"534";2;1;534;"defect";"cooperate";5;0
"535";1;4;535;"cooperate";"cooperate";4;4
"536";3;2;536;"defect";"defect";2;2
"537";6;5;537;"defect";"cooperate";5;0
"538";1;2;538;"cooperate";"cooperate";4;4
"539";5;6;539;"cooperate";"defect";0;5
"540";3;4;540;"cooperate";"defect";0;5
"541";6;4;541;"defect";"cooperate";5;0
"542";3;5;542;"cooperate";"cooperate";4;4
"543";1;2;543;"cooperate";"cooperate";4;4
"544";6;5;544;"defect";"cooperate";5;0
"545";2;3;545;"cooperate";"cooperate";4;4
"546";1;4;546;"cooperate";"cooperate";4;4
"547";3;1;547;"cooperate";"cooperate";4;4
"548";2;6;548;"defect";"defect";2;2
"549";4;5;549;"cooperate";"cooperate";4;4
"550";6;3;550;"defect";"defect";2;2
"551";2;1;551;"cooperate";"defect";0;5
"552";5;4;552;"cooperate";"defect";0;5
"553";6;5;553;"defect";"cooperate";5;0
"554";1;4;554;"cooperate";"cooperate";4;4
"555";3;2;555;"cooperate";"cooperate";4;4
"556";4;3;556;"cooperate";"cooperate";4;4
"557";2;5;557;"defect";"cooperate";5;0
"558";6;1;558;"defect";"defect";2;2
"559";6;1;559;"defect";"defect";2;2
"560";3;4;560;"cooperate";"defect";0;5
"561";5;2;561;"cooperate";"defect";0;5
"562";4;5;562;"defect";"cooperate";5;0
"563";3;2;563;"cooperate";"cooperate";4;4
"564";6;1;564;"defect";"defect";2;2
"565";2;5;565;"defect";"cooperate";5;0
"566";4;3;566;"defect";"defect";2;2
"567";6;1;567;"defect";"defect";2;2
"568";3;1;568;"cooperate";"cooperate";4;4
"569";2;6;569;"defect";"defect";2;2
"570";5;4;570;"cooperate";"defect";0;5
"571";1;2;571;"defect";"cooperate";5;0
"572";4;5;572;"defect";"cooperate";5;0
"573";3;6;573;"defect";"defect";2;2
"574";5;3;574;"cooperate";"defect";0;5
"575";4;2;575;"cooperate";"defect";0;5
"576";6;1;576;"defect";"defect";2;2
"577";4;1;577;"defect";"cooperate";5;0
"578";6;5;578;"defect";"cooperate";5;0
"579";3;2;579;"defect";"defect";2;2
"580";2;5;580;"defect";"cooperate";5;0
"581";1;3;581;"defect";"cooperate";5;0
"582";4;6;582;"defect";"defect";2;2
"583";6;1;583;"defect";"defect";2;2
"584";4;2;584;"defect";"defect";2;2
"585";5;3;585;"cooperate";"defect";0;5
"586";6;4;586;"defect";"cooperate";5;0
"587";2;5;587;"cooperate";"cooperate";4;4
"588";3;1;588;"cooperate";"defect";0;5
"589";2;4;589;"defect";"defect";2;2
"590";1;6;590;"defect";"defect";2;2
"591";3;5;591;"defect";"cooperate";5;0
"592";2;3;592;"defect";"defect";2;2
"593";1;4;593;"defect";"cooperate";5;0
"594";6;5;594;"defect";"cooperate";5;0
"595";6;1;595;"defect";"defect";2;2
"596";2;3;596;"cooperate";"defect";0;5
"597";4;5;597;"defect";"cooperate";5;0
"598";3;6;598;"defect";"defect";2;2
"599";4;2;599;"defect";"defect";2;2
"600";5;1;600;"cooperate";"defect";0;5
"601";1;3;601;"defect";"cooperate";5;0
"602";6;5;602;"defect";"cooperate";5;0
"603";4;2;603;"defect";"defect";2;2
"604";3;1;604;"defect";"defect";2;2
"605";2;6;605;"defect";"defect";2;2
"606";5;4;606;"cooperate";"defect";0;5
"607";3;2;607;"defect";"defect";2;2
